id,sentence_id,jdc,parish,age,conviction_date,charge,state_crime_id,charge_clean_full
398,1,22,ST. TAMMANY,58,2011-07-21,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
399,1,22,ST. TAMMANY,47,2016-03-10,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
400,1,22,ST. TAMMANY,48,2014-04-24,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
401,1,22,ST. TAMMANY,54,2012-08-11,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
402,1,22,ST. TAMMANY,46,1999-09-09,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
402,2,22,ST. TAMMANY,46,1999-09-09,RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:27; RS 14:34,Attempt; Armed Robbery
402,3,22,ST. TAMMANY,46,1999-09-09,RS 14:108.1. Flight From An Officer; Aggravated Flight From An Officer,RS 14:108.1.,Flight From An Officer; Aggravated Flight From An Officer
403,1,22,ST. TAMMANY,47,1999-09-09,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
404,1,22,ST. TAMMANY,50,2011-11-16,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
405,1,22,ST. TAMMANY,73,2011-06-16,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
406,1,22,ST. TAMMANY,59,2006-05-18,RS 14:30 First Degree Murder,RS 14:30,First Degree Murder
407,1,22,ST. TAMMANY,66,2001-01-13,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
408,1,22,ST. TAMMANY,75,2003-10-24,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
409,1,22,ST. TAMMANY,60,2008-11-20,"RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:42.1,"Second Degree Rape, Forcible Rape"
410,1,22,ST. TAMMANY,,2015-11-17,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
411,1,22,ST. TAMMANY,33,2002-10-30,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
412,1,22,ST. TAMMANY,44,2003-10-30,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
412,2,22,ST. TAMMANY,44,2003-10-30,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
413,1,22,ST. TAMMANY,49,2010-04-06,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
413,2,22,ST. TAMMANY,49,2010-04-06,RS 40:967C Possession Of Cocaine,RS 40:967C,Possession Of Cocaine
414,1,22,ST. TAMMANY,63,2010-02-03,RS 40:983 Operation Of A Clandestine Methamphetamine Laboratory,RS 40:983,Operation Of A Clandestine Methamphetamine Laboratory
414,2,22,ST. TAMMANY,63,2010-02-03,RS 40:967 Possession Of A Schedule 2 Drug,RS 40:967,Possession Of A Schedule 2 Drug
415,1,22,ST. TAMMANY,60,2000-05-18,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
416,1,22,ST. TAMMANY,64,2002-06-14,RS 14:60 Aggravated Burglary,RS 14:60,Aggravated Burglary
416,2,22,ST. TAMMANY,64,2002-06-14,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
417,1,22,ST. TAMMANY,47,1983-04-06,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
418,1,22,ST. TAMMANY,51,1999-05-27,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
419,1,22,ST. TAMMANY,51,2010-01-13,RS 40:967 Possession With Intent To Distribute Schedule II,RS 40:967,Possession With Intent To Distribute Schedule II
420,1,22,ST. TAMMANY,40,1985-04-09,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
421,1,22,ST. TAMMANY,43,2008-09-10,RS 14:30 First Degree Murder,RS 14:30,First Degree Murder
422,1,22,ST. TAMMANY,,2000-06-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
423,1,22,ST. TAMMANY,46,1997-08-29,RS 14:108.1. Flight From An Officer; Aggravated Flight From An Officer,RS 14:108.1.,Flight From An Officer; Aggravated Flight From An Officer
424,1,22,ST. TAMMANY,39,2014-08-12,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
425,1,22,WASHINGTON,50,2005-04-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
426,1,22,WASHINGTON,44,2011-09-16,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
427,1,22,WASHINGTON,38,1992-11-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
428,1,22,WASHINGTON,48,2012-11-15,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
429,1,22,WASHINGTON,55,2011-10-24,RS 14:44 Aggravated Kidnapping,RS 14:44,Aggravated Kidnapping
429,2,22,WASHINGTON,55,2011-10-24,RS 14.27 Attempt; RS 14:54 Simple Kidnapping,RS 14.27; RS 14:54,Attempt; Simple Kidnapping
430,1,22,WASHINGTON,67,2016-04-08,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
431,1,22,WASHINGTON,49,2011-03-02,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
431,2,22,WASHINGTON,49,2011-03-02,RS 14:78.1 Aggravated Incest (Repealed In 2014),RS 14:78.1,Aggravated Incest (Repealed In 2014)
432,1,22,WASHINGTON,30,2001-04-19,RS 14:34 Aggravated Battery,RS 14:34,Aggravated Battery
432,2,22,WASHINGTON,30,2001-04-19,RS 14:44 Aggravated Kidnapping,RS 14:44,Aggravated Kidnapping
432,3,22,WASHINGTON,30,2001-04-19,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
432,4,22,WASHINGTON,30,2001-04-19,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
432,5,22,WASHINGTON,30,2001-04-19,RS 14:27 Attempt; RS 14.31 Manslaughter,RS 14:27; RS 14.31,Attempt; Manslaughter
432,6,22,WASHINGTON,30,2001-04-19,RS 14:108.1. Flight From An Officer; Aggravated Flight From An Officer,RS 14:108.1.,Flight From An Officer; Aggravated Flight From An Officer
432,7,22,WASHINGTON,30,2001-04-19,RS 14:67.26 Theft Of Motor Vechicle <1500,RS 14:67.26,Theft Of Motor Vechicle <1500
433,1,22,WASHINGTON,55,2017-04-27,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
434,1,22,WASHINGTON,46,2007-11-28,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
435,1,22,WASHINGTON,63,2014-05-22,RS 14:27 Attempt; RS 14:43.1 Sexual Battery,RS 14:27; RS 14:43.1,Attempt; Sexual Battery
436,1,22,WASHINGTON,65,2009-08-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
437,1,22,WASHINGTON,50,2005-01-28,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
438,1,22,WASHINGTON,39,1999-07-29,RS 14.31 Manslaughter,RS 14.31,Manslaughter
439,1,22,WASHINGTON,64,2012-11-14,RS 14.31 Manslaughter,RS 14.31,Manslaughter
440,1,22,WASHINGTON,51,2012-05-11,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
441,1,22,WASHINGTON,51,2010-01-15,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
442,1,22,WASHINGTON,38,2004-09-02,RS 14.27 Attempt; RS 14:81.2 Molestation Of A Juvenile,RS 14.27; RS 14:81.2,Attempt; Molestation Of A Juvenile
443,1,22,WASHINGTON,57,2015-02-11,RS 14.27 Attempt; RS 14.42 Aggravated Rape,RS 14.27; RS 14.42,Attempt; Aggravated Rape
443,2,22,WASHINGTON,57,2015-02-11,RS 14:43.2 Second Degree Sexual Battery,RS 14:43.2,Second Degree Sexual Battery
444,1,22,WASHINGTON,,2011-03-02,RS 14:43.1 Sexual Battery,RS 14:43.1,Sexual Battery
445,1,23,ASCENSION,50,2001-07-19,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
446,1,23,ASCENSION,47,2012-01-13,RS 14.31 Manslaughter,RS 14.31,Manslaughter
447,1,23,ASCENSION,51,1994-08-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
448,1,23,ASCENSION,42,2006-06-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
449,1,23,ASCENSION,53,2008-03-06,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
450,1,23,ASCENSION,63,2010-02-28,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
451,1,23,ASCENSION,48,1993-03-05,RS 14:60 Aggravated Burglary,RS 14:60,Aggravated Burglary
451,2,23,ASCENSION,48,1993-03-05,RS 14:62.3 Unauthorized Entry To An Inhabited Dwelling,RS 14:62.3,Unauthorized Entry To An Inhabited Dwelling
452,1,23,ASCENSION,,1999-01-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
453,1,23,ASCENSION,66,2004-08-05,RS 14:44.1 Second Degree Kidnapping,RS 14:44.1,Second Degree Kidnapping
453,2,23,ASCENSION,66,2004-08-05,RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:27; RS 14:34,Attempt; Armed Robbery
454,1,23,ASCENSION,42,2015-11-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
455,1,23,ASCENSION,44,2000-10-18,RS 14.31 Manslaughter,RS 14.31,Manslaughter
456,1,23,Ascension,,2011-05-13,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
457,1,23,ASSUMPTION,68,2006-06-06,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
458,1,23,ASSUMPTION,41,2003-03-11,RS 14.27 Attempt; RS 14.42 Aggravated Rape,RS 14.27; RS 14.42,Attempt; Aggravated Rape
459,1,23,ST. JAMES,56,2004-05-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
460,1,24,JEFFERSON,38,2012-05-10,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
460,2,24,JEFFERSON,38,2012-05-10,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
461,1,24,JEFFERSON,41,2004-06-25,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
462,1,24,JEFFERSON,44,2014-08-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
463,1,24,JEFFERSON,61,1999-10-28,"RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:42.1,"Second Degree Rape, Forcible Rape"
464,1,24,JEFFERSON,37,2011-10-19,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
464,2,24,JEFFERSON,37,2011-10-19,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
465,1,24,JEFFERSON,32,2012-03-15,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
466,1,24,JEFFERSON,49,2006-06-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
467,1,24,JEFFERSON,46,2004-07-21,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
468,1,24,JEFFERSON,36,2012-10-05,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
469,1,24,JEFFERSON,47,2003-02-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
470,1,24,JEFFERSON,56,1994-01-04,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
471,1,24,JEFFERSON,49,1997-09-19,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
472,1,24,JEFFERSON,,2004-07-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
473,1,24,JEFFERSON,49,2001-03-28,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
474,1,24,JEFFERSON,47,2013-03-21,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
474,2,24,JEFFERSON,47,2013-03-21,RS 14:43.1 Sexual Battery,RS 14:43.1,Sexual Battery
475,1,24,JEFFERSON,35,2011-09-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
476,1,24,JEFFERSON,39,2011-11-10,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
477,1,24,JEFFERSON,39,2014-05-08,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
478,1,24,JEFFERSON,61,1983-05-17,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
479,1,24,JEFFERSON,79,2000-12-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
480,1,24,JEFFERSON,40,2015-09-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
480,2,24,JEFFERSON,40,2015-09-24,RS 14:32.5 Feticide,RS 14:32.5,Feticide
481,1,24,JEFFERSON,37,2012-10-05,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
482,1,24,JEFFERSON,54,2016-05-17,RS 14:43.1 Sexual Battery,RS 14:43.1,Sexual Battery
483,1,24,JEFFERSON,44,2004-01-30,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
484,1,24,JEFFERSON,56,2003-04-30,RS 14:93 Cruelty To Juveniles,RS 14:93,Cruelty To Juveniles
484,2,24,JEFFERSON,56,2003-04-30,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
484,3,24,JEFFERSON,56,2003-04-30,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
485,1,24,JEFFERSON,36,2014-04-09,"RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:42.1,"Second Degree Rape, Forcible Rape"
485,2,24,JEFFERSON,36,2014-04-09,RS 14:27 Attempt; RS 14.31 Manslaughter,RS 14:27; RS 14.31,Attempt; Manslaughter
486,1,24,JEFFERSON,60,1994-09-01,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
487,1,24,JEFFERSON,43,2014-08-26,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
488,1,24,JEFFERSON,40,2013-03-21,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
489,1,24,JEFFERSON,52,2012-10-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
490,1,24,JEFFERSON,37,2013-01-10,RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:27; RS 14:34,Attempt; Armed Robbery
490,2,24,JEFFERSON,37,2013-01-10,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
491,1,24,JEFFERSON,58,2009-05-13,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
492,1,24,JEFFERSON,65,2011-04-04,RS 14.51 Aggravated Arson,RS 14.51,Aggravated Arson
493,1,24,JEFFERSON,51,2016-02-19,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
494,1,24,JEFFERSON,59,1995-11-29,RS 14:64.1 First Degree Robbery,RS 14:64.1,First Degree Robbery
495,1,24,JEFFERSON,49,2013-05-09,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
495,2,24,JEFFERSON,49,2013-05-09,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
496,1,24,JEFFERSON,40,2003-11-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
497,1,24,JEFFERSON,40,2005-02-25,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
497,2,24,JEFFERSON,40,2005-02-25,RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:27; RS 14:34,Attempt; Armed Robbery
498,1,24,JEFFERSON,33,2011-04-20,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
498,2,24,JEFFERSON,33,2011-04-20,RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:27; RS 14:34,Attempt; Armed Robbery
499,1,24,JEFFERSON,59,2009-06-03,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
500,1,24,JEFFERSON,61,2013-10-31,RS 40:966 Possession With Intent To Distribute Schedule I Drug,RS 40:966,Possession With Intent To Distribute Schedule I Drug
501,1,24,JEFFERSON,44,2004-02-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
501,2,24,JEFFERSON,44,2004-02-12,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
502,1,24,JEFFERSON,43,2002-06-19,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
503,1,24,JEFFERSON,47,2004-06-15,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
504,1,24,JEFFERSON,42,2013-04-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
505,1,24,JEFFERSON,42,2006-03-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
506,1,24,JEFFERSON,33,2016-12-15,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
507,1,24,JEFFERSON,76,2000-11-30,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
508,1,24,JEFFERSON,70,1997-05-16,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
509,1,24,JEFFERSON,41,2003-09-19,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
509,2,24,JEFFERSON,41,2003-09-19,RS 14:(26)64 Conspiracy To Commit Armed Robbery,RS 14:(26)64,Conspiracy To Commit Armed Robbery
510,1,24,JEFFERSON,57,1998-02-18,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
510,2,24,JEFFERSON,57,1998-02-18,RS 14:60 Aggravated Burglary,RS 14:60,Aggravated Burglary
510,3,24,JEFFERSON,57,1998-02-18,RS 14:89.1 Aggravated Crime Against Nature,RS 14:89.1,Aggravated Crime Against Nature
511,1,24,JEFFERSON,58,2010-12-08,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
512,1,24,JEFFERSON,47,1999-11-10,RS 14:(26)64 Conspiracy To Commit Armed Robbery,RS 14:(26)64,Conspiracy To Commit Armed Robbery
512,2,24,JEFFERSON,47,1999-11-10,RS 14:27 Attempt; RS 14.31 Manslaughter,RS 14:27; RS 14.31,Attempt; Manslaughter
513,1,24,JEFFERSON,58,1998-07-22,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
513,2,24,JEFFERSON,58,1998-07-22,RS 14:(26)64 Conspiracy To Commit Armed Robbery,RS 14:(26)64,Conspiracy To Commit Armed Robbery
514,1,24,JEFFERSON,46,2003-04-24,RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:27; RS 14:34,Attempt; Armed Robbery
515,1,24,JEFFERSON,63,2002-06-13,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
516,1,24,JEFFERSON,45,2014-08-20,"RS 14:108.2 Resisting Police By Force, Violence",RS 14:108.2,"Resisting Police By Force, Violence"
516,2,24,JEFFERSON,45,2014-08-20,RS 14:34.1 Battery Of A Police Officer,RS 14:34.1,Battery Of A Police Officer
516,3,24,JEFFERSON,45,2014-08-20,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
516,4,24,JEFFERSON,45,2014-08-20,RS 14.27 Attempt; RS 14:34.6 Disarming A Police Officer,RS 14.27; RS 14:34.6,Attempt; Disarming A Police Officer
517,1,24,JEFFERSON,56,2003-12-03,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
518,1,24,JEFFERSON,56,2000-09-01,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
519,1,24,JEFFERSON,42,2016-08-31,RS 14:27 Attempt; RS 14.31 Manslaughter,RS 14:27; RS 14.31,Attempt; Manslaughter
520,1,24,JEFFERSON,43,2004-04-13,RS 14.31 Manslaughter,RS 14.31,Manslaughter
521,1,24,JEFFERSON,38,2013-03-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
522,1,24,JEFFERSON,62,1993-04-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
523,1,24,JEFFERSON,70,1994-08-25,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
524,1,24,JEFFERSON,59,1998-12-11,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
525,1,24,JEFFERSON,,2000-01-12,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
525,2,24,JEFFERSON,,2000-01-12,RS 14:64.1 First Degree Robbery,RS 14:64.1,First Degree Robbery
526,1,24,JEFFERSON,35,2009-10-15,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
527,1,24,JEFFERSON,33,2015-04-29,RS 14.31 Manslaughter,RS 14.31,Manslaughter
528,1,24,JEFFERSON,59,1996-04-17,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
528,2,24,JEFFERSON,59,1996-04-17,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
528,3,24,JEFFERSON,59,1996-04-17,RS 14:64.1 First Degree Robbery,RS 14:64.1,First Degree Robbery
528,4,24,JEFFERSON,59,1996-04-17,RS 14:44.1 Second Degree Kidnapping,RS 14:44.1,Second Degree Kidnapping
529,1,24,JEFFERSON,,2008-11-18,RS 14.31 Manslaughter,RS 14.31,Manslaughter
530,1,24,JEFFERSON,38,2010-10-07,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
531,1,24,JEFFERSON,,2003-02-19,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
532,1,24,JEFFERSON,64,2002-02-22,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
533,1,24,JEFFERSON,36,2010-07-29,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
534,1,24,JEFFERSON,54,2012-03-07,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
535,1,24,JEFFERSON,,1997-04-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
536,1,24,JEFFERSON,33,2009-10-05,RS 14.31 Manslaughter,RS 14.31,Manslaughter
537,1,24,JEFFERSON,47,2002-05-29,RS 14:44.1 Second Degree Kidnapping,RS 14:44.1,Second Degree Kidnapping
537,2,24,JEFFERSON,47,2002-05-29,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
538,1,24,JEFFERSON,40,2010-07-21,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
539,1,24,JEFFERSON,73,1995-09-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
540,1,24,JEFFERSON,,1985-12-10,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
541,1,24,JEFFERSON,34,2011-11-11,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
542,1,24,JEFFERSON,37,2010-10-28,RS 14.31 Manslaughter,RS 14.31,Manslaughter
543,1,24,JEFFERSON,72,1981-11-06,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
543,2,24,JEFFERSON,72,1981-11-06,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
544,1,24,JEFFERSON,,1999-12-14,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
545,1,24,JEFFERSON,52,1992-11-06,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
546,1,24,JEFFERSON,53,2001-04-25,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
547,1,24,JEFFERSON,,2010-06-04,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
548,1,24,JEFFERSON,46,2009-02-12,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
549,1,24,JEFFERSON,33,2013-03-21,RS 14.31 Manslaughter,RS 14.31,Manslaughter
550,1,24,JEFFERSON,53,2007-05-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
551,1,24,JEFFERSON,60,2007-12-11,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
551,2,24,JEFFERSON,60,2007-12-11,RS 14:64.1 First Degree Robbery,RS 14:64.1,First Degree Robbery
552,1,24,JEFFERSON,,1980-02-11,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
553,1,24,JEFFERSON,48,1998-04-14,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
554,1,24,JEFFERSON,48,1998-07-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
555,1,24,JEFFERSON,42,2014-05-09,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
555,2,24,JEFFERSON,42,2014-05-09,RS 14:43.1 Sexual Battery,RS 14:43.1,Sexual Battery
556,1,24,JEFFERSON,37,2011-04-27,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
556,2,24,JEFFERSON,37,2011-04-27,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
557,1,24,JEFFERSON,32,2014-09-10,RS 14.31 Manslaughter,RS 14.31,Manslaughter
558,1,24,JEFFERSON,38,2017-02-02,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
559,1,24,JEFFERSON,51,2013-03-06,RS 1238.1 Sale Distribution Or Possession Of Legend Drug Without Prescription,RS 1238.1,Sale Distribution Or Possession Of Legend Drug Without Prescription
559,2,24,JEFFERSON,51,2013-03-06,RS 40:966 Distribution Schedule I,RS 40:966,Distribution Schedule I
560,1,24,JEFFERSON,40,2013-05-09,RS 14:60 Aggravated Burglary,RS 14:60,Aggravated Burglary
560,2,24,JEFFERSON,40,2013-05-09,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
560,3,24,JEFFERSON,40,2013-05-09,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
560,4,24,JEFFERSON,40,2013-05-09,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
561,1,24,JEFFERSON,48,2014-03-19,RS 14:62.2 Simple Burglary Of An Inhabited Dwelling,RS 14:62.2,Simple Burglary Of An Inhabited Dwelling
562,1,24,JEFFERSON,34,2012-09-21,RS 14.31 Manslaughter,RS 14.31,Manslaughter
563,1,24,JEFFERSON,40,2012-02-28,RS 14:93 Cruelty To Juveniles,RS 14:93,Cruelty To Juveniles
